name,sport,nationality,sex,date_of_birth,age,height,weight
Nick Thompson,Sailing,GBR,male,05/05/1986,30.3,1.79,80
Henri Junghaenel,Shooting,GER,male,05/02/1988,28.5,1.79,80
Nasreddine Megdich,Handball,QAT,male,29/08/1991,25,1.79,80
Ning Gao,Table Tennis,SIN,male,11/10/1982,33.8,1.79,80
Rowie Webster,Aquatics,AUS,female,27/12/1987,28.6,1.78,80
Aline da Silva Ferreira,Wrestling,BRA,female,18/10/1986,29.8,1.78,80
Ivan Endericao,Aquatics,ECU,male,28/10/1991,24.8,1.78,80
Serghei Tarnovschi,Canoe,MDA,male,24/06/1997,19.1,1.78,80
Jahir Ocampo,Aquatics,MEX,male,12/01/1990,26.6,1.78,80
Chloe Tipple,Shooting,NZL,female,05/06/1991,25.2,1.78,80
Kyle Dodd,Cycling,RSA,male,11/02/1994,22.5,1.78,80
Stefano Raffaele Marcia,Sailing,RSA,male,23/11/1993,22.7,1.78,80
Martina Ratej,Athletics,SLO,female,02/11/1981,34.8,1.78,80
Mark Overgaard Madsen,Wrestling,DEN,male,23/09/1984,31.9,1.77,80
Yuliya Lobzhenidze,Archery,GEO,female,23/08/1977,39,1.77,80
Hussein Al-Aameri,Judo,IRQ,male,24/11/1990,25.7,1.77,80
Davide Manenti,Athletics,ITA,male,16/04/1989,27.3,1.77,80
Niccolo Campriani,Shooting,ITA,male,06/11/1987,28.8,1.77,80
Kenichi Hayakawa,Badminton,JPN,male,05/04/1986,30.4,1.77,80
Martina Hrasnova,Athletics,SVK,female,21/03/1983,33.4,1.77,80
Lachlan Tame,Canoe,AUS,male,14/11/1988,27.7,1.76,80
Abdel Aziz Mehelba,Shooting,EGY,male,10/12/1988,27.7,1.76,80
Sergio Garcia,Golf,ESP,male,09/01/1980,36.6,1.76,80
Michael D'Almeida,Cycling,FRA,male,03/09/1987,28.9,1.76,80
Roger Yves Bost,Equestrian,FRA,male,21/10/1965,50.8,1.76,80
Paul Drinkhall,Table Tennis,GBR,male,16/01/1990,26.6,1.76,80
Robert Mike,Canoe,HUN,male,08/05/1984,32.3,1.76,80
Sardar Singh,Hockey,IND,male,15/07/1986,30.1,1.76,80
Kazunari Watanabe,Cycling,JPN,male,12/08/1983,33,1.76,80
Mike Rodgers,Athletics,USA,male,24/04/1985,31.3,1.76,80
Pol Arias Dourdet,Aquatics,AND,male,08/08/1996,20,1.75,80
Lautaro Giannetti,Football,ARG,male,13/11/1993,22.7,1.75,80
Heather Steacy,Athletics,CAN,female,14/04/1988,28.3,1.75,80
Rusila Nagasau,Rugby Sevens,FIJ,female,04/08/1987,29,1.75,80
Zelimkhan Khadjiev,Wrestling,FRA,male,20/05/1994,22.2,1.75,80
Jennifer McIntosh,Shooting,GBR,female,17/06/1991,25.2,1.75,80
Marcus Ellis,Badminton,GBR,male,14/09/1989,26.9,1.75,80
Zsanett Nemeth,Wrestling,HUN,female,21/01/1994,22.6,1.75,80
Ricardo Esgaio,Football,POR,male,16/05/1993,23.2,1.75,80
Amy Sene,Athletics,SEN,female,06/04/1986,30.4,1.75,80
Colin Cheng,Sailing,SIN,male,10/09/1989,26.9,1.75,80
Dragana Tomasevic,Athletics,SRB,female,04/06/1982,34.2,1.75,80
Angel Correa,Football,ARG,male,09/03/1995,21.4,1.74,80
Ruben Voisard Rezola,Canoe,ARG,male,21/04/1991,25.3,1.74,80
Eugene Wang,Table Tennis,CAN,male,13/11/1985,30.7,1.74,80
Jakob Makarashvili,Wrestling,GEO,male,28/12/1985,30.6,1.74,80
Andre Link,Shooting,GER,male,13/12/1994,21.7,1.74,80
Seungyun Lee,Archery,KOR,male,18/04/1995,21.3,1.74,80
Alexey Alipov,Shooting,RUS,male,07/08/1975,41,1.74,80
Andrey Mitin,Equestrian,RUS,male,05/04/1970,46.4,1.74,80
Denis Koulakov,Shooting,RUS,male,21/11/1982,33.7,1.74,80
Marko Tomicevic,Canoe,SRB,male,19/04/1990,26.3,1.74,80
Fabian Gomez,Golf,ARG,male,27/10/1978,37.8,1.73,80
Vincent Inigo,Rugby Sevens,FRA,male,10/02/1983,33.5,1.73,80
Serge Gnabry,Football,GER,male,14/07/1995,21.1,1.73,80
Hyeonwoo Kim,Wrestling,KOR,male,06/11/1988,27.8,1.73,80
Alice Ingley,Archery,AUS,female,13/01/1993,23.6,1.72,80
Catherine Skinner,Shooting,AUS,female,11/02/1990,26.5,1.72,80
Jose Carlos Moreira,Athletics,BRA,male,28/09/1983,32.9,1.72,80
Ahmed Darwish,Shooting,EGY,male,02/07/1981,35.1,1.72,80
Wilfried Bingangoye,Athletics,GAB,male,25/03/1985,31.4,1.72,80
Anirban Lahiri,Golf,IND,male,29/06/1987,29.1,1.72,80
Mane,Football,POR,male,11/03/1994,22.4,1.72,80
Julian Ayala,Fencing,MEX,male,06/03/1992,24.4,1.71,80
Bouchra Fatima Zohra Hirech,Weightlifting,ALG,female,22/08/2000,16,1.7,80
Andre Silva,Rugby Sevens,BRA,male,22/03/1988,28.4,1.7,80
Julien Candelon,Rugby Sevens,FRA,male,08/07/1980,36.1,1.7,80
Saeid Morad Abdvali,Wrestling,IRI,male,04/11/1989,26.8,1.7,80
Zalina Marghieva,Athletics,MDA,female,05/02/1988,28.5,1.7,80
Unurbat Purevjav,Wrestling,MGL,male,15/02/1988,28.5,1.7,80
David Lingmerth,Golf,SWE,male,22/07/1987,29.1,1.7,80
Mahlagha Jambozorg,Shooting,IRI,female,15/08/1991,25,1.69,80
Natallia Kalnysh,Shooting,UKR,female,02/07/1974,42.1,1.67,80
Carolina Rodriguez Gutierrez,Cycling,MEX,female,30/09/1993,22.9,1.63,80
Aaron Brown,Athletics,CAN,male,27/05/1992,24.2,1.98,79
Ricardo Lucarelli,Volleyball,BRA,male,14/02/1992,24.5,1.95,79
Jelena Nikolic,Volleyball,SRB,female,13/04/1982,34.3,1.94,79
Jack Conger,Aquatics,USA,male,26/09/1994,21.9,1.94,79
Miles Chamley-Watson,Fencing,USA,male,03/12/1989,26.7,1.94,79
Changning Zhang,Volleyball,CHN,female,06/11/1995,20.8,1.93,79
Breanna Stewart,Basketball,USA,female,27/08/1994,22,1.93,79
Tim Erlandsson,Football,SWE,male,25/12/1996,19.6,1.92,79
Moises Daniel Hernandez Encarnacion,Taekwondo,DOM,male,22/03/1993,23.4,1.91,79
Foluke Akinradewo,Volleyball,USA,female,05/10/1987,28.9,1.91,79
Kawika Shoji,Volleyball,USA,male,11/11/1987,28.8,1.9,79
Hao Liu,Cycling,CHN,male,07/11/1988,27.8,1.89,79
Mamadou Kasse Hann,Athletics,FRA,male,10/10/1986,29.8,1.89,79
Pierre-Hugues Herbert,Tennis,FRA,male,18/03/1991,25.4,1.89,79
Samuel Gaze,Cycling,NZL,male,12/12/1995,20.7,1.89,79
Bradley Adkins,Athletics,USA,male,30/12/1993,22.6,1.89,79
Vladimir Malkov,Badminton,RUS,male,09/04/1986,30.3,1.88,79
Melker Svard Jacobsson,Athletics,SWE,male,08/01/1994,22.6,1.88,79
Boyd Martin,Equestrian,USA,male,20/08/1979,37,1.88,79
Christa Harmotto Dietzen,Volleyball,USA,female,12/10/1986,29.8,1.88,79
Kelly Murphy,Volleyball,USA,female,20/10/1989,26.8,1.88,79
Steele Johnson,Aquatics,USA,male,16/06/1996,20.2,1.88,79
Hedvig Rasmussen,Rowing,DEN,female,22/12/1993,22.6,1.87,79
Marcin Stolarski,Aquatics,POL,male,04/01/1996,20.6,1.87,79
Artur Akhmatkhuzin,Fencing,RUS,male,21/05/1988,28.2,1.87,79
Anze Tavcar,Aquatics,SLO,male,02/12/1994,21.7,1.87,79
Gauthier Boccard,Hockey,BEL,male,26/08/1991,25,1.86,79
Louis Croenen,Aquatics,BEL,male,04/01/1994,22.6,1.86,79
Daichi Sugimoto,Football,JPN,male,15/07/1993,23.1,1.86,79
Vitaliy Khudyakov,Aquatics,KAZ,male,07/08/1994,22,1.86,79
Willem Coertzen,Athletics,RSA,male,30/12/1982,33.6,1.86,79
Patrik Kittel,Equestrian,SWE,male,10/06/1976,40.2,1.86,79
Sam Kendricks,Athletics,USA,male,07/09/1992,23.9,1.86,79
Abdelkadir Salhi,Football,ALG,male,19/03/1993,23.4,1.85,79
Elizabeth Gleadle,Athletics,CAN,female,05/12/1988,27.7,1.85,79
Mack Darragh,Aquatics,CAN,male,08/12/1993,22.7,1.85,79
Tamara Tatham,Basketball,CAN,female,19/08/1985,31,1.85,79
Rafael Nadal,Tennis,ESP,male,03/06/1986,30.2,1.85,79
Edward Clancy,Cycling,GBR,male,12/03/1985,31.4,1.85,79
Jeffrey Julmis,Athletics,HAI,male,30/09/1987,28.9,1.85,79
Simone Sabbioni,Aquatics,ITA,male,03/10/1996,19.9,1.85,79
Mohamed Sghaier,Athletics,TUN,male,18/07/1988,28.1,1.85,79
Rene Pranz,Fencing,AUT,male,04/09/1985,30.9,1.84,79
Julian Fletcher,Aquatics,BER,male,08/10/1990,25.8,1.84,79
Hans Podlipnik-Castillo,Tennis,CHI,male,09/01/1988,28.6,1.84,79
Fie Udby Erichsen,Rowing,DEN,female,23/04/1985,31.3,1.84,79
Renjith Maheswary,Athletics,IND,male,30/01/1986,30.5,1.84,79
Gabriele Detti,Aquatics,ITA,male,29/08/1994,22,1.84,79
Shinnosuke Nakatani,Football,JPN,male,24/03/1996,20.4,1.84,79
Maarten Brzoskowski,Aquatics,NED,male,19/09/1995,20.9,1.84,79
Rogier Hofman,Hockey,NED,male,05/09/1986,29.9,1.84,79
Kwandakwensizwa Mngonyama,Football,RSA,male,25/09/1993,22.9,1.84,79
Alexander Bryukhankov,Triathlon,RUS,male,12/04/1987,29.3,1.84,79
John Millman,Tennis,AUS,male,14/06/1989,27.2,1.83,79
Luan Garcia,Football,BRA,male,10/05/1993,23.3,1.83,79
Keyuan Shang,Aquatics,CHN,male,04/02/1995,21.5,1.83,79
Emil Larsen,Football,DEN,male,22/06/1991,25.1,1.83,79
Eduardo Solaeche Gomez,Aquatics,ESP,male,22/11/1993,22.7,1.83,79
Iain Lewers,Hockey,GBR,male,05/01/1984,32.6,1.83,79
Henning Bommel,Cycling,GER,male,23/02/1983,33.5,1.83,79
Stephan Feck,Aquatics,GER,male,17/02/1990,26.5,1.83,79
Dimitrios Koulouris,Aquatics,GRE,male,22/04/1991,25.3,1.83,79
Sreejesh Parattu,Hockey,IND,male,08/05/1988,28.3,1.83,79
Matteo Manassero,Golf,ITA,male,19/04/1993,23.3,1.83,79
Katsumi Nakamura,Aquatics,JPN,male,21/02/1994,22.5,1.83,79
Erick Torres,Football,MEX,male,19/01/1993,23.6,1.83,79
Glenn Schuurman,Hockey,NED,male,16/04/1991,25.3,1.83,79
Alexey Verbov,Volleyball,RUS,male,31/01/1982,34.5,1.83,79
Gerek Meinhardt,Fencing,USA,male,27/07/1990,26,1.83,79
Grace Latz,Rowing,USA,female,21/02/1988,28.5,1.83,79
Jay Litherland,Aquatics,USA,male,24/08/1995,21,1.83,79
Maya Moore,Basketball,USA,female,11/06/1989,27.2,1.83,79
David Cubillan,Basketball,VEN,male,27/07/1987,29,1.83,79
Heissler Guillent,Basketball,VEN,male,17/12/1986,29.7,1.83,79
Tatenda Tsumba,Athletics,ZIM,male,12/11/1991,24.7,1.83,79
Sebastian Kuntschik,Shooting,AUT,male,23/09/1988,27.9,1.82,79
Augusto de Paula,Hockey,BRA,male,20/06/1988,28.1,1.82,79
Luiza Carvalho,Aquatics,BRA,female,02/07/1983,33.1,1.82,79
Ernesto Reve,Athletics,CUB,male,26/02/1992,24.5,1.82,79
Christopher Cargo,Hockey,IRL,male,18/02/1986,30.5,1.82,79
Haruyo Shimamura,Volleyball,JPN,female,04/03/1992,24.4,1.82,79
Anthonny Sitraka Ralefy,Aquatics,MAD,male,10/07/1995,21.1,1.82,79
Jakub Krzewina,Athletics,POL,male,10/10/1989,26.8,1.82,79
Florin Mergea,Tennis,ROU,male,26/01/1985,31.5,1.82,79
L.j. van Zyl,Athletics,RSA,male,20/07/1985,31.1,1.82,79
Peter Sagan,Cycling,SVK,male,26/01/1990,26.5,1.82,79
Lisandro Magallan,Football,ARG,male,27/09/1993,22.9,1.81,79
Yannick Lefebvre,Sailing,BEL,male,19/11/1988,27.7,1.81,79
Ahmed Elahmar,Handball,EGY,male,27/01/1984,32.5,1.81,79
Emily Scarratt,Rugby Sevens,GBR,female,08/02/1990,26.5,1.81,79
Amanda Elmore,Rowing,USA,female,13/03/1991,25.4,1.81,79
Cody Miller,Aquatics,USA,male,09/01/1992,24.6,1.81,79
Denis Kudla,Tennis,USA,male,17/08/1992,24,1.81,79
Frank Thompson,Shooting,USA,male,11/03/1988,28.4,1.81,79
Katharine Holmes,Fencing,USA,female,15/07/1993,23.1,1.81,79
Lucas Kozeniesky,Shooting,USA,male,31/05/1995,21.2,1.81,79
Ramon Gittens,Athletics,BAR,male,20/07/1987,29.1,1.8,79
Barbora Hermannova,Volleyball,CZE,female,07/11/1990,25.8,1.8,79
Daniel Skaaning,Aquatics,DEN,male,22/06/1993,23.1,1.8,79
Danny Willett,Golf,GBR,male,03/10/1987,28.9,1.8,79
David Condon,Hockey,GBR,male,06/07/1991,25.1,1.8,79
Ricardo Vargas Jacobo,Aquatics,MEX,male,21/11/1997,18.7,1.8,79
Danny Lee,Golf,NZL,male,24/07/1990,26.1,1.8,79
Antoine Adams,Athletics,SKN,male,31/08/1988,27.9,1.8,79
David Graf,Cycling,SUI,male,08/09/1989,26.9,1.8,79
Linn Blohm,Handball,SWE,female,20/05/1992,24.2,1.8,79
Pablo Cuevas,Tennis,URU,male,01/01/1986,30.6,1.8,79
Manuel Brunet,Hockey,ARG,male,16/11/1985,30.7,1.79,79
Scott Tupper,Hockey,CAN,male,16/12/1986,29.7,1.79,79
Michael Guigou,Handball,FRA,male,28/01/1982,34.5,1.79,79
Sideris Tasiadis,Canoe,GER,male,07/05/1990,26.3,1.79,79
Andrea Chiarabini,Aquatics,ITA,male,12/03/1995,21.4,1.79,79
Evgheni Nedealco,Wrestling,MDA,male,03/01/1990,26.6,1.79,79
Tiberiu Dolniceanu,Fencing,ROU,male,03/04/1988,28.4,1.79,79
Zheng Wen Quah,Aquatics,SIN,male,29/09/1996,19.9,1.79,79
Damir Mikec,Shooting,SRB,male,31/03/1984,32.4,1.79,79
Dmytro Karyuchenko,Fencing,UKR,male,15/01/1980,36.6,1.79,79
Juan Imhoff,Rugby Sevens,ARG,male,11/05/1988,28.3,1.78,79
Ferenc Szekszardi,Canoe,AUS,male,22/09/1979,36.9,1.78,79
Sawan Serasinghe,Badminton,AUS,male,21/02/1994,22.5,1.78,79
Daniel Havel,Canoe,CZE,male,10/08/1991,25,1.78,79
Alvaro Iglesias,Hockey,ESP,male,01/03/1993,23.4,1.78,79
Allan Gutierrez,Aquatics,HON,male,12/08/1993,23,1.78,79
Michael Watt,Hockey,IRL,male,13/04/1987,29.3,1.78,79
Jackie Galloway,Taekwondo,USA,female,27/12/1995,20.6,1.78,79
Jillion Potter,Rugby Sevens,USA,female,05/07/1986,30.1,1.78,79
Joe Morris,Sailing,USA,male,17/08/1989,27,1.78,79
Gerald Phiri,Athletics,ZAM,male,06/10/1988,27.8,1.78,79
Victoire Pauline L'or Ngon Ntame,Volleyball,CMR,female,31/12/1985,30.6,1.77,79
Yoandry Iriarte Galvez,Fencing,CUB,male,05/05/1986,30.3,1.77,79
Jigeun Jeong,Shooting,KOR,male,10/01/1990,26.6,1.77,79
Andrew Lewis,Sailing,TTO,male,30/11/1989,26.7,1.77,79
Linda Stahl,Athletics,GER,female,02/10/1985,30.9,1.76,79
Jason Pryor,Fencing,USA,male,26/09/1987,28.9,1.76,79
David Carter,Hockey,CAN,male,04/11/1981,34.8,1.75,79
Khatuna Narimanidze,Archery,GEO,female,02/02/1974,42.5,1.75,79
Christina Obergfoll,Athletics,GER,female,22/08/1981,35,1.75,79
Maria Selmaier,Wrestling,GER,female,12/12/1991,24.7,1.75,79
Atanu Das,Archery,IND,male,05/04/1992,24.4,1.75,79
Kane Radford,Aquatics,NZL,male,02/11/1990,25.8,1.75,79
Reynier Mena,Athletics,CUB,male,21/11/1996,19.7,1.74,79
Angel Pulgar,Cycling,VEN,male,07/02/1989,27.5,1.74,79
Courtney Hurley,Fencing,USA,female,30/09/1990,25.9,1.73,79
Madison Hughes,Rugby Sevens,USA,male,26/10/1992,23.8,1.73,79
Vincent Hancock,Shooting,USA,male,19/03/1989,27.4,1.73,79
Jordan Ernest Burroughs,Wrestling,USA,male,08/07/1988,28.1,1.71,79
Adilson da Silva,Golf,BRA,male,24/01/1972,44.6,1.7,79
Luigi Lodde,Shooting,ITA,male,19/04/1980,36.3,1.7,79
Mikel Thomas,Athletics,TTO,male,23/11/1987,28.7,1.7,79
Sharni Williams,Rugby Sevens,AUS,female,02/03/1988,28.4,1.67,79
Haris Bandey,Aquatics,PAK,male,14/02/1999,17.5,1.67,79
Stine Nielsen,Shooting,DEN,female,09/02/1991,25.5,1.63,79
Xinyue Yuan,Volleyball,CHN,female,21/12/1996,19.6,2.01,78
Matus Bubenik,Athletics,SVK,male,14/11/1989,26.7,1.97,78
Dustin Brown,Tennis,GER,male,08/12/1984,31.7,1.96,78
Milad Ebadipour Ghara H.,Volleyball,IRI,male,17/10/1993,22.8,1.96,78
Irina Zaryazhko,Volleyball,RUS,female,04/10/1991,24.9,1.96,78
Ting Zhu,Volleyball,CHN,female,29/11/1994,21.7,1.95,78
Mateusz Przybylko,Athletics,GER,male,09/03/1992,24.4,1.95,78
Matthew Hudson-Smith,Athletics,GBR,male,26/10/1994,21.8,1.94,78
Sylwester Bednarek,Athletics,POL,male,28/04/1989,27.3,1.94,78
Jack Green,Athletics,GBR,male,06/10/1991,24.8,1.93,78
Ruoqi Hui,Volleyball,CHN,female,04/03/1991,25.4,1.92,78
Pavlo Tymoshchenko,Modern Pentathlon,UKR,male,13/10/1986,29.8,1.92,78
Laura Hodges,Basketball,AUS,female,13/12/1983,32.7,1.91,78
Laura Gil,Basketball,ESP,female,24/04/1992,24.3,1.91,78
Gordon Benson,Triathlon,GBR,male,12/05/1994,22.2,1.91,78
Luca Leonardi,Aquatics,ITA,male,01/01/1991,25.6,1.91,78
Alberto Alvarez,Athletics,MEX,male,08/03/1991,25.4,1.91,78
Ismael Coulibaly,Taekwondo,MLI,male,20/11/1992,23.7,1.91,78
Damian Czykier,Athletics,POL,male,10/08/1992,24,1.91,78
Andjelko Risticevic,Athletics,SRB,male,23/12/1985,30.6,1.91,78
Dylan Borlee,Athletics,BEL,male,20/09/1992,23.9,1.9,78
Talles Frederico Silva,Athletics,BRA,male,20/08/1991,25,1.9,78
Bokai Huang,Athletics,CHN,male,26/09/1996,19.9,1.9,78
Luka Mratovic,Sailing,CRO,male,07/04/1987,29.4,1.9,78
Reinier Rojas Cohimbra,Volleyball,CUB,male,31/07/1986,30,1.9,78
Christian Vom Lehn,Aquatics,GER,male,14/04/1992,24.3,1.9,78
Ramunas Navardauskas,Cycling,LTU,male,30/01/1988,28.5,1.9,78
Mark Todd,Equestrian,NZL,male,01/03/1956,60.5,1.9,78
Renzo Tjon-A-Joe,Aquatics,SUR,male,08/07/1995,21.1,1.9,78
Nikita Rafalovich,Taekwondo,UZB,male,10/10/1993,22.8,1.9,78
Matthias Buhler,Athletics,GER,male,02/09/1986,29.9,1.89,78
Benjamin Steffen,Fencing,SUI,male,08/03/1982,34.4,1.89,78
Katsiaryna Snytsina,Basketball,BLR,female,02/09/1985,30.9,1.88,78
Tatyana Troina,Basketball,BLR,female,30/06/1981,35.1,1.88,78
Haiwei Chen,Fencing,CHN,male,30/12/1994,21.6,1.88,78
Wen Lu,Basketball,CHN,female,26/02/1990,26.5,1.88,78
Joachim Fischer nielsen,Badminton,DEN,male,23/11/1978,37.7,1.88,78
Mohamed Hussein,Aquatics,EGY,male,10/09/1991,24.9,1.88,78
Colin Fleming,Tennis,GBR,male,13/08/1984,32,1.88,78
Christos Katrantzis,Aquatics,GRE,male,30/03/1992,24.4,1.88,78
Jason Saunders,Sailing,NZL,male,22/11/1990,25.7,1.88,78
Jarrion Lawson,Athletics,USA,male,06/05/1994,22.3,1.88,78
John Nunn,Athletics,USA,male,03/02/1978,38.5,1.88,78
Nathan Schrimsher,Modern Pentathlon,USA,male,22/05/1992,24.2,1.88,78
Shakhboz Kholmurzaev,Rowing,UZB,male,26/02/1996,20.5,1.88,78
Kurtis Marschall,Athletics,AUS,male,25/04/1997,19.3,1.87,78
Artsem Bandarenka,Athletics,BLR,male,19/06/1991,25.1,1.87,78
Jiayu Xu,Aquatics,CHN,male,19/08/1995,21,1.87,78
Laetitia Kamba,Basketball,FRA,female,10/01/1987,29.6,1.87,78
Mintae Kim,Football,KOR,male,26/11/1993,22.7,1.87,78
Ian Borrows,Canoe,AUS,male,26/11/1989,26.7,1.86,78
Miroslav Kirchev,Canoe,BUL,male,12/06/1990,26.2,1.86,78
Jianfei Ma,Fencing,CHN,male,29/07/1984,32,1.86,78
Peimeng Zhang,Athletics,CHN,male,13/03/1987,29.4,1.86,78
Jorge Grau Potrille,Shooting,CUB,male,15/02/1987,29.5,1.86,78
Jan Kuf,Modern Pentathlon,CZE,male,11/05/1991,25.3,1.86,78
Radek Stepanek,Tennis,CZE,male,27/11/1978,37.7,1.86,78
Sergio Fernandez,Athletics,ESP,male,01/04/1993,23.4,1.86,78
Jean-Michel Lucenay,Fencing,FRA,male,25/04/1978,38.3,1.86,78
Joseph Choong,Modern Pentathlon,GBR,male,23/05/1995,21.2,1.86,78
Britta Buthe,Volleyball,GER,female,25/05/1988,28.2,1.86,78
